LocationDesc,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Stratification1,income_strat,income_ordinal
Kansas,40.3,38.1,42.5,3005,"$75,000 or greater","$75,000 or greater",6
Michigan,34.1,31.1,37.3,1483,"$35,000 - $49,999","$35,000 - $49,999",4
Alabama,37.2,33.9,40.7,1306,"$75,000 or greater","$75,000 or greater",6
North Carolina,37.7,33.6,42,746,"$35,000 - $49,999","$35,000 - $49,999",4
Arizona,34.1,28.9,39.7,918,"$25,000 - $34,999","$25,000 - $34,999",3
Pennsylvania,37.4,33.1,41.9,818,"$35,000 - $49,999","$35,000 - $49,999",4
South Carolina,35.6,32,39.4,1306,"$35,000 - $49,999","$35,000 - $49,999",4
Arkansas,27.7,22,34.2,572,"$35,000 - $49,999","$35,000 - $49,999",4
Maryland,36.3,34.6,38.1,6338,"$75,000 or greater","$75,000 or greater",6
Maine,26.1,22,30.6,924,"Less than $15,000","Less than $15,000",1
Nebraska,36,32.6,39.4,2137,"$35,000 - $49,999","$35,000 - $49,999",4
New Jersey,34.5,29.4,40.1,957,"$15,000 - $24,999","$15,000 - $24,999",2
Michigan,32.9,29.8,36.1,1513,"$15,000 - $24,999","$15,000 - $24,999",2
Connecticut,38.2,34.4,42.1,1291,"$50,000 - $74,999","$50,000 - $74,999",5
Louisiana,29.6,23.7,36.2,591,"$35,000 - $49,999","$35,000 - $49,999",4
Virginia,34.9,31.1,38.9,986,"$35,000 - $49,999","$35,000 - $49,999",4
Texas,28.7,23.7,34.2,1061,"Less than $15,000","Less than $15,000",1
Ohio,29.5,26.2,33.1,1924,"$15,000 - $24,999","$15,000 - $24,999",2
Alaska,33.5,25,43.2,230,"$25,000 - $34,999","$25,000 - $34,999",3
Maryland,31.3,26.4,36.6,985,"Less than $15,000","Less than $15,000",1
Florida,32.4,29.9,35,6150,"$15,000 - $24,999","$15,000 - $24,999",2
New Jersey,39.6,36.7,42.7,2401,"$75,000 or greater","$75,000 or greater",6
Virginia,27.8,23.2,32.9,531,"Less than $15,000","Less than $15,000",1
Louisiana,31.6,26.5,37.1,842,"$15,000 - $24,999","$15,000 - $24,999",2
Oregon,35.7,31.4,40.3,622,"$35,000 - $49,999","$35,000 - $49,999",4
Idaho,36.7,31,42.8,551,"$25,000 - $34,999","$25,000 - $34,999",3
Georgia,34.3,29.5,39.5,575,"$50,000 - $74,999","$50,000 - $74,999",5
Alaska,34.3,23.4,47.2,223,"Less than $15,000","Less than $15,000",1
South Dakota,37.8,31.1,45.1,521,"$25,000 - $34,999","$25,000 - $34,999",3
Arizona,36.5,32.4,40.7,1421,"$50,000 - $74,999","$50,000 - $74,999",5
Georgia,31.1,27,35.4,824,"$15,000 - $24,999","$15,000 - $24,999",2
Delaware,32.9,25.6,41.2,281,"Less than $15,000","Less than $15,000",1
Iowa,39,35.4,42.7,1108,"$50,000 - $74,999","$50,000 - $74,999",5
North Carolina,31.8,28.3,35.6,993,"$15,000 - $24,999","$15,000 - $24,999",2
Alaska,37.6,30.7,45,390,"$50,000 - $74,999","$50,000 - $74,999",5
New Mexico,39.2,34,44.7,713,"$35,000 - $49,999","$35,000 - $49,999",4
Kentucky,40.1,36.1,44.2,1290,"$50,000 - $74,999","$50,000 - $74,999",5
Michigan,34.7,31.8,37.8,1589,"$50,000 - $74,999","$50,000 - $74,999",5
North Dakota,27.7,23.1,32.7,503,"$25,000 - $34,999","$25,000 - $34,999",3
New York,37.7,35.8,39.8,8551,"$75,000 or greater","$75,000 or greater",6
Louisiana,35.1,27.8,43,474,"$25,000 - $34,999","$25,000 - $34,999",3
New Mexico,37,31.2,43.2,567,"$25,000 - $34,999","$25,000 - $34,999",3
Massachusetts,37.6,33.1,42.2,888,"$50,000 - $74,999","$50,000 - $74,999",5
New York,30.5,27.2,34.1,3077,"Less than $15,000","Less than $15,000",1
Colorado,29.6,25.5,34,827,"Less than $15,000","Less than $15,000",1
Alabama,31.7,26.7,37.1,600,"$25,000 - $34,999","$25,000 - $34,999",3
South Dakota,39.6,34.1,45.4,891,"$50,000 - $74,999","$50,000 - $74,999",5
Florida,36.5,33.5,39.6,4193,"$35,000 - $49,999","$35,000 - $49,999",4
Hawaii,36.8,34.1,39.6,2407,"$75,000 or greater","$75,000 or greater",6
Maine,33.2,29,37.7,1038,"$25,000 - $34,999","$25,000 - $34,999",3
Arizona,34.7,29.4,40.5,842,"Less than $15,000","Less than $15,000",1
Tennessee,35.6,31.9,39.5,1164,"$75,000 or greater","$75,000 or greater",6
Oregon,31.2,26.6,36.3,439,"$25,000 - $34,999","$25,000 - $34,999",3
Maine,34.7,30.9,38.6,1362,"$35,000 - $49,999","$35,000 - $49,999",4
Wisconsin,33.5,28.9,38.4,645,"$35,000 - $49,999","$35,000 - $49,999",4
Oregon,35.9,33.1,38.8,1424,"$75,000 or greater","$75,000 or greater",6
Ohio,35.1,31.8,38.6,1602,"$50,000 - $74,999","$50,000 - $74,999",5
Arkansas,37.8,31.6,44.5,831,"$15,000 - $24,999","$15,000 - $24,999",2
Texas,39.8,33.9,46,1035,"$25,000 - $34,999","$25,000 - $34,999",3
Rhode Island,34.6,27.8,42,385,"Less than $15,000","Less than $15,000",1
California,36.7,32.9,40.6,1142,"$50,000 - $74,999","$50,000 - $74,999",5
Connecticut,34.4,30.2,38.9,923,"$35,000 - $49,999","$35,000 - $49,999",4
Virgin Islands,32.1,23.2,42.5,199,"Less than $15,000","Less than $15,000",1
Arkansas,31.2,25.2,37.9,541,"$25,000 - $34,999","$25,000 - $34,999",3
Alaska,34.1,26.6,42.6,283,"$35,000 - $49,999","$35,000 - $49,999",4
Nevada,34.4,29,40.3,554,"$15,000 - $24,999","$15,000 - $24,999",2
Missouri,40.2,34.6,46,664,"$25,000 - $34,999","$25,000 - $34,999",3
New York,34.4,31.5,37.3,4999,"$15,000 - $24,999","$15,000 - $24,999",2
Wyoming,39.3,32.4,46.7,418,"$25,000 - $34,999","$25,000 - $34,999",3
Montana,39.3,35.4,43.4,1085,"$75,000 or greater","$75,000 or greater",6
Wyoming,40.4,36.5,44.4,1177,"$75,000 or greater","$75,000 or greater",6
Kentucky,39.2,36,42.4,2150,"$75,000 or greater","$75,000 or greater",6
Vermont,29.7,24,36.2,468,"Less than $15,000","Less than $15,000",1
Vermont,34,28.5,39.9,491,"$25,000 - $34,999","$25,000 - $34,999",3
Montana,35.1,30.4,40.1,888,"$15,000 - $24,999","$15,000 - $24,999",2
Michigan,30.1,26.3,34.2,920,"Less than $15,000","Less than $15,000",1
Alabama,26.7,22.7,31.1,828,"Less than $15,000","Less than $15,000",1
Virgin Islands,27.5,15.6,43.8,146,"$50,000 - $74,999","$50,000 - $74,999",5
South Dakota,34.6,27.5,42.6,861,"$35,000 - $49,999","$35,000 - $49,999",4
Oregon,NA,NA,NA,NA,"$50,000 - $74,999","$50,000 - $74,999",5
Massachusetts,33.5,28.6,38.9,551,"$35,000 - $49,999","$35,000 - $49,999",4
New Mexico,32.8,28.7,37.3,885,"$25,000 - $34,999","$25,000 - $34,999",3
Montana,37,32.8,41.4,711,"$75,000 or greater","$75,000 or greater",6
Louisiana,31.3,26.7,36.2,619,"$50,000 - $74,999","$50,000 - $74,999",5
Arizona,29.5,23.8,35.8,534,"Less than $15,000","Less than $15,000",1
Ohio,29.1,25.4,33,1218,"$15,000 - $24,999","$15,000 - $24,999",2
Tennessee,39.5,33.6,45.7,449,"$15,000 - $24,999","$15,000 - $24,999",2
Vermont,32.4,28,37.1,802,"$75,000 or greater","$75,000 or greater",6
New Jersey,38.7,34.3,43.4,759,"$50,000 - $74,999","$50,000 - $74,999",5
California,35.6,31.1,40.3,720,"$50,000 - $74,999","$50,000 - $74,999",5
Idaho,32.6,29,36.4,945,"$25,000 - $34,999","$25,000 - $34,999",3
Connecticut,36.3,32.1,40.8,845,"$75,000 or greater","$75,000 or greater",6
West Virginia,33.5,29.9,37.3,930,"$50,000 - $74,999","$50,000 - $74,999",5
New York,35.4,32.9,37.9,4569,"$50,000 - $74,999","$50,000 - $74,999",5
Iowa,29.2,25.4,33.3,892,"$25,000 - $34,999","$25,000 - $34,999",3
Nevada,32.4,24.1,41.9,215,"$15,000 - $24,999","$15,000 - $24,999",2
Virgin Islands,13.3,6.9,24,114,"Less than $15,000","Less than $15,000",1
Montana,28.8,24.3,33.7,551,"$15,000 - $24,999","$15,000 - $24,999",2
Oregon,27.4,22.1,33.5,322,"Less than $15,000","Less than $15,000",1
Alabama,30.7,25.1,36.9,475,"$25,000 - $34,999","$25,000 - $34,999",3
Wisconsin,32.8,28.9,37,1015,"$50,000 - $74,999","$50,000 - $74,999",5
Florida,NA,NA,NA,NA,"Less than $15,000","Less than $15,000",1
North Dakota,32.1,26.8,37.9,494,"$25,000 - $34,999","$25,000 - $34,999",3
Georgia,34.4,30,39,984,"$50,000 - $74,999","$50,000 - $74,999",5
Arizona,35.4,31.6,39.4,1209,"$35,000 - $49,999","$35,000 - $49,999",4
Illinois,30.4,24.9,36.6,357,"$50,000 - $74,999","$50,000 - $74,999",5
Utah,30,23.8,37,305,"Less than $15,000","Less than $15,000",1
Colorado,29.5,24.3,35.3,370,"Less than $15,000","Less than $15,000",1
Alabama,28.5,23.7,33.8,504,"$35,000 - $49,999","$35,000 - $49,999",4
Louisiana,27.2,21.3,34.1,356,"Less than $15,000","Less than $15,000",1
Minnesota,34.4,31.8,37.1,1860,"$75,000 or greater","$75,000 or greater",6
Maryland,35.4,31.3,39.8,1252,"$35,000 - $49,999","$35,000 - $49,999",4
Missouri,26.1,22.3,30.3,1075,"Less than $15,000","Less than $15,000",1
Delaware,30.8,23.5,39.3,255,"$15,000 - $24,999","$15,000 - $24,999",2
Connecticut,34.7,27.9,42.1,455,"$15,000 - $24,999","$15,000 - $24,999",2
South Dakota,24.5,16,35.7,322,"Less than $15,000","Less than $15,000",1
New Hampshire,39,34.3,43.8,891,"$50,000 - $74,999","$50,000 - $74,999",5
Michigan,36.1,32.5,40,975,"$35,000 - $49,999","$35,000 - $49,999",4
Nebraska,30.3,25.1,36,591,"Less than $15,000","Less than $15,000",1
Arkansas,36.9,30.7,43.5,438,"$75,000 or greater","$75,000 or greater",6
Illinois,30.2,20,42.7,110,"Less than $15,000","Less than $15,000",1
Michigan,37.1,33.6,40.8,1236,"$50,000 - $74,999","$50,000 - $74,999",5
Wisconsin,27.1,21.1,34,431,"$15,000 - $24,999","$15,000 - $24,999",2
Nebraska,30.8,26.9,35,1133,"$15,000 - $24,999","$15,000 - $24,999",2
Virginia,25.8,20.9,31.4,550,"$15,000 - $24,999","$15,000 - $24,999",2
Alaska,30,24.2,36.5,509,"$35,000 - $49,999","$35,000 - $49,999",4
Connecticut,33,25.1,42.1,255,"Less than $15,000","Less than $15,000",1
Mississippi,35.2,29.1,41.9,335,"$75,000 or greater","$75,000 or greater",6
Minnesota,31.9,28.1,36,855,"$15,000 - $24,999","$15,000 - $24,999",2
Pennsylvania,28.7,24.2,33.6,553,"$25,000 - $34,999","$25,000 - $34,999",3
Indiana,26.8,23.2,30.8,818,"$15,000 - $24,999","$15,000 - $24,999",2
Delaware,34.3,28.4,40.7,375,"$75,000 or greater","$75,000 or greater",6
New Jersey,37.4,32.3,42.8,550,"$15,000 - $24,999","$15,000 - $24,999",2
West Virginia,33.9,30.2,37.7,884,"$35,000 - $49,999","$35,000 - $49,999",4
California,38.5,33.3,44,630,"$75,000 or greater","$75,000 or greater",6
Texas,34.9,29.5,40.7,903,"$15,000 - $24,999","$15,000 - $24,999",2
Colorado,38.8,35.5,42.1,1172,"$75,000 or greater","$75,000 or greater",6
Kansas,31.3,27.8,35,1143,"$15,000 - $24,999","$15,000 - $24,999",2
Arkansas,30.3,23.7,37.7,349,"Less than $15,000","Less than $15,000",1
South Carolina,33.3,29,37.8,976,"$25,000 - $34,999","$25,000 - $34,999",3
Wyoming,39.5,33.1,46.3,468,"$25,000 - $34,999","$25,000 - $34,999",3
Hawaii,38.1,34,42.4,974,"$75,000 or greater","$75,000 or greater",6
Kansas,34.4,32.2,36.6,2715,"$50,000 - $74,999","$50,000 - $74,999",5
Indiana,35.3,32.1,38.6,1270,"$50,000 - $74,999","$50,000 - $74,999",5
North Carolina,23.8,19.3,28.9,422,"$15,000 - $24,999","$15,000 - $24,999",2
Rhode Island,38.1,32.1,44.6,447,"$35,000 - $49,999","$35,000 - $49,999",4
Kansas,33.9,31.1,36.9,1708,"$25,000 - $34,999","$25,000 - $34,999",3
Missouri,35.2,31.4,39.2,1260,"$75,000 or greater","$75,000 or greater",6
Nevada,37.5,31,44.5,387,"$50,000 - $74,999","$50,000 - $74,999",5
Hawaii,32.6,26.3,39.7,522,"$15,000 - $24,999","$15,000 - $24,999",2
North Carolina,36,31.3,41,578,"$50,000 - $74,999","$50,000 - $74,999",5
Tennessee,33.8,28.7,39.2,474,"$75,000 or greater","$75,000 or greater",6
Mississippi,26.7,20.4,34.1,302,"Less than $15,000","Less than $15,000",1
Minnesota,28.4,23.5,33.8,436,"Less than $15,000","Less than $15,000",1
Michigan,24.7,20.2,29.8,426,"Less than $15,000","Less than $15,000",1
Washington,36.5,33.5,39.6,1752,"$50,000 - $74,999","$50,000 - $74,999",5
Vermont,27.7,22.2,33.8,422,"$15,000 - $24,999","$15,000 - $24,999",2
Ohio,32.9,30,35.9,1939,"$50,000 - $74,999","$50,000 - $74,999",5
Georgia,31.7,25.3,38.9,437,"Less than $15,000","Less than $15,000",1
New York,35,30.9,39.4,1781,"Less than $15,000","Less than $15,000",1
Ohio,30.2,26.9,33.8,1558,"$25,000 - $34,999","$25,000 - $34,999",3
California,33.9,29.2,39,650,"Less than $15,000","Less than $15,000",1
Maine,35,30.8,39.4,1162,"$25,000 - $34,999","$25,000 - $34,999",3
New Jersey,37.1,32.8,41.7,717,"$75,000 or greater","$75,000 or greater",6
Oklahoma,33.9,29,39.2,559,"$25,000 - $34,999","$25,000 - $34,999",3
Louisiana,39.6,33.5,46,453,"$75,000 or greater","$75,000 or greater",6
California,38.2,32.8,43.9,563,"$35,000 - $49,999","$35,000 - $49,999",4
South Dakota,27.2,19,37.5,524,"$15,000 - $24,999","$15,000 - $24,999",2
North Carolina,32.4,27.5,37.8,476,"$25,000 - $34,999","$25,000 - $34,999",3
Nevada,41.4,33.4,49.9,287,"$75,000 or greater","$75,000 or greater",6
Maryland,32.2,29,35.5,1739,"$50,000 - $74,999","$50,000 - $74,999",5
Missouri,28.8,24.8,33.3,1089,"$15,000 - $24,999","$15,000 - $24,999",2
Kentucky,18.5,13.6,24.6,395,"Less than $15,000","Less than $15,000",1
South Carolina,27.4,23.3,31.9,858,"$15,000 - $24,999","$15,000 - $24,999",2
Idaho,35.8,31.9,40,828,"$35,000 - $49,999","$35,000 - $49,999",4
Montana,33.1,28.6,38,661,"$25,000 - $34,999","$25,000 - $34,999",3
Virgin Islands,27.2,13.1,48.1,101,"$75,000 or greater","$75,000 or greater",6
Texas,32,26.2,38.3,628,"Less than $15,000","Less than $15,000",1
Mississippi,31.6,26.7,36.9,523,"$35,000 - $49,999","$35,000 - $49,999",4
Oregon,32.8,28.2,37.7,608,"$15,000 - $24,999","$15,000 - $24,999",2
Utah,32.9,29.9,36,1431,"$75,000 or greater","$75,000 or greater",6
Indiana,32.5,28.9,36.3,940,"$25,000 - $34,999","$25,000 - $34,999",3
Connecticut,32.3,27.2,37.9,573,"$25,000 - $34,999","$25,000 - $34,999",3
Delaware,26.1,17.9,36.3,122,"Less than $15,000","Less than $15,000",1
New York,34.6,31.7,37.7,3711,"$35,000 - $49,999","$35,000 - $49,999",4
Utah,26.3,21.3,31.9,420,"$15,000 - $24,999","$15,000 - $24,999",2
Florida,NA,NA,NA,NA,"$35,000 - $49,999","$35,000 - $49,999",4
Iowa,35.8,32.1,39.6,1121,"$35,000 - $49,999","$35,000 - $49,999",4
Louisiana,26.9,22,32.5,470,"$15,000 - $24,999","$15,000 - $24,999",2
New Hampshire,34.5,29.1,40.3,616,"$35,000 - $49,999","$35,000 - $49,999",4
Wisconsin,36.8,31.6,42.3,735,"$35,000 - $49,999","$35,000 - $49,999",4
New Mexico,36.1,31.3,41.3,755,"$35,000 - $49,999","$35,000 - $49,999",4
Illinois,40,32.5,48,307,"$35,000 - $49,999","$35,000 - $49,999",4
Oklahoma,26.4,20.6,33,287,"Less than $15,000","Less than $15,000",1
Colorado,32.3,28.2,36.8,626,"$15,000 - $24,999","$15,000 - $24,999",2
Alabama,30.9,26.2,36,569,"$50,000 - $74,999","$50,000 - $74,999",5
Virgin Islands,32.3,16.1,54.2,127,"$15,000 - $24,999","$15,000 - $24,999",2
Tennessee,32.1,27.2,37.4,501,"$25,000 - $34,999","$25,000 - $34,999",3
Maryland,33.6,28.9,38.5,896,"$15,000 - $24,999","$15,000 - $24,999",2
Oregon,38.7,34.1,43.4,557,"$75,000 or greater","$75,000 or greater",6
Alabama,30.1,24.4,36.5,409,"$15,000 - $24,999","$15,000 - $24,999",2
North Dakota,32.8,28.3,37.7,680,"$35,000 - $49,999","$35,000 - $49,999",4
Arizona,39.9,36.3,43.6,1434,"$50,000 - $74,999","$50,000 - $74,999",5
Virginia,25.2,19,32.6,311,"Less than $15,000","Less than $15,000",1
Delaware,38.2,32.6,44.1,514,"$50,000 - $74,999","$50,000 - $74,999",5
Minnesota,31.2,28.2,34.3,1323,"$25,000 - $34,999","$25,000 - $34,999",3
West Virginia,30.6,26.8,34.6,795,"$25,000 - $34,999","$25,000 - $34,999",3
Florida,NA,NA,NA,NA,"$50,000 - $74,999","$50,000 - $74,999",5
Wyoming,33.6,27.7,40.1,548,"$35,000 - $49,999","$35,000 - $49,999",4
Kentucky,39,33.4,45,451,"$75,000 or greater","$75,000 or greater",6
Oklahoma,36.1,30.9,41.6,524,"$75,000 or greater","$75,000 or greater",6
Mississippi,36.4,31.1,42.1,538,"$50,000 - $74,999","$50,000 - $74,999",5
Missouri,31.8,28.5,35.2,1600,"$50,000 - $74,999","$50,000 - $74,999",5
Hawaii,34.4,29.5,39.7,725,"$25,000 - $34,999","$25,000 - $34,999",3
Pennsylvania,30.5,26.2,35.2,623,"$35,000 - $49,999","$35,000 - $49,999",4
Wisconsin,35.3,29.9,41.2,595,"$25,000 - $34,999","$25,000 - $34,999",3
Georgia,30.1,25.6,35,810,"$35,000 - $49,999","$35,000 - $49,999",4
Arkansas,29.4,23.7,35.7,587,"$25,000 - $34,999","$25,000 - $34,999",3
Washington,29.7,25.4,34.3,744,"$15,000 - $24,999","$15,000 - $24,999",2
Alaska,32.5,26.2,39.4,440,"$25,000 - $34,999","$25,000 - $34,999",3
Nebraska,34.9,32.2,37.7,2368,"$50,000 - $74,999","$50,000 - $74,999",5
Rhode Island,37.7,33.1,42.6,675,"$50,000 - $74,999","$50,000 - $74,999",5
New Jersey,33.2,28.4,38.4,582,"$25,000 - $34,999","$25,000 - $34,999",3
Arizona,33.4,29,38,905,"$15,000 - $24,999","$15,000 - $24,999",2
Ohio,26.3,21.9,31.4,718,"Less than $15,000","Less than $15,000",1
Vermont,33.3,27.9,39.2,517,"$25,000 - $34,999","$25,000 - $34,999",3
Massachusetts,24.7,19.8,30.4,446,"$25,000 - $34,999","$25,000 - $34,999",3
Colorado,36.3,33.2,39.4,1302,"$50,000 - $74,999","$50,000 - $74,999",5
Maine,33.2,29.5,37.1,1329,"$35,000 - $49,999","$35,000 - $49,999",4
Texas,32.7,28.3,37.3,1251,"$50,000 - $74,999","$50,000 - $74,999",5
North Carolina,34.5,29.5,39.9,504,"$35,000 - $49,999","$35,000 - $49,999",4
Kansas,24.7,20.2,29.7,608,"Less than $15,000","Less than $15,000",1
Michigan,28.3,24,33.1,659,"$15,000 - $24,999","$15,000 - $24,999",2
Washington,35.1,32.1,38.3,1510,"$75,000 or greater","$75,000 or greater",6
Ohio,34.8,31.3,38.5,1424,"$75,000 or greater","$75,000 or greater",6
Rhode Island,29.5,22.7,37.5,225,"Less than $15,000","Less than $15,000",1
Mississippi,29.3,24.9,34.2,569,"$25,000 - $34,999","$25,000 - $34,999",3
Missouri,29.8,25.4,34.7,975,"$25,000 - $34,999","$25,000 - $34,999",3
Maryland,34.4,31.1,37.9,1612,"$75,000 or greater","$75,000 or greater",6
Utah,35.7,32.6,39,1455,"$50,000 - $74,999","$50,000 - $74,999",5
Colorado,33.9,30.4,37.6,918,"$25,000 - $34,999","$25,000 - $34,999",3
Maine,34.4,30.6,38.5,1217,"$75,000 or greater","$75,000 or greater",6
Vermont,29.3,24.7,34.4,731,"$35,000 - $49,999","$35,000 - $49,999",4
Indiana,32.7,29.3,36.3,1051,"$35,000 - $49,999","$35,000 - $49,999",4
Connecticut,33.1,28.2,38.3,614,"$35,000 - $49,999","$35,000 - $49,999",4
Pennsylvania,34.3,29.7,39.3,612,"$75,000 or greater","$75,000 or greater",6
Maine,31.4,24.6,39.2,424,"Less than $15,000","Less than $15,000",1
Montana,34.9,30.9,39.2,770,"$35,000 - $49,999","$35,000 - $49,999",4
Alabama,27,21.1,33.8,273,"Less than $15,000","Less than $15,000",1
Rhode Island,35.1,30.2,40.4,579,"$75,000 or greater","$75,000 or greater",6
South Carolina,25.2,20.1,31.1,496,"Less than $15,000","Less than $15,000",1
Massachusetts,40.3,35.6,45.2,680,"$75,000 or greater","$75,000 or greater",6
Alabama,35.5,30,41.4,441,"$75,000 or greater","$75,000 or greater",6
Louisiana,25,20.4,30.2,492,"$25,000 - $34,999","$25,000 - $34,999",3
Idaho,31.6,27,36.6,553,"$15,000 - $24,999","$15,000 - $24,999",2
Virginia,35.1,31.7,38.7,1233,"$50,000 - $74,999","$50,000 - $74,999",5
Tennessee,33.3,28.4,38.6,559,"$35,000 - $49,999","$35,000 - $49,999",4
Maryland,30,24.4,36.3,518,"Less than $15,000","Less than $15,000",1
Kentucky,27.2,22.5,32.5,537,"$15,000 - $24,999","$15,000 - $24,999",2
New York,33,30.3,35.7,3743,"$25,000 - $34,999","$25,000 - $34,999",3
Idaho,38.5,34.6,42.6,919,"$50,000 - $74,999","$50,000 - $74,999",5
South Carolina,39.6,35.2,44.1,925,"$75,000 or greater","$75,000 or greater",6
Iowa,35.4,32.2,38.6,1407,"$50,000 - $74,999","$50,000 - $74,999",5
West Virginia,25.9,22.2,30,717,"$15,000 - $24,999","$15,000 - $24,999",2
South Dakota,37,29.7,44.9,761,"$75,000 or greater","$75,000 or greater",6
Wyoming,37.5,32.4,42.9,656,"$50,000 - $74,999","$50,000 - $74,999",5
North Dakota,24.7,17,34.3,185,"Less than $15,000","Less than $15,000",1
Oklahoma,26.3,21.8,31.5,514,"$15,000 - $24,999","$15,000 - $24,999",2
New Mexico,38.2,33.6,43.1,828,"$50,000 - $74,999","$50,000 - $74,999",5
Florida,NA,NA,NA,NA,"$25,000 - $34,999","$25,000 - $34,999",3
Alaska,38.9,33.6,44.4,721,"$75,000 or greater","$75,000 or greater",6
Michigan,32.3,28.5,36.3,883,"$25,000 - $34,999","$25,000 - $34,999",3
Washington,32,28.1,36.1,1024,"$25,000 - $34,999","$25,000 - $34,999",3
Georgia,36.2,31.1,41.5,775,"$25,000 - $34,999","$25,000 - $34,999",3
Delaware,35.5,28.7,42.9,348,"$35,000 - $49,999","$35,000 - $49,999",4
Utah,34.2,30.4,38.2,947,"$35,000 - $49,999","$35,000 - $49,999",4
Oklahoma,34.6,30.2,39.3,700,"$50,000 - $74,999","$50,000 - $74,999",5
New Hampshire,32,26.8,37.7,515,"$25,000 - $34,999","$25,000 - $34,999",3
Illinois,29.4,22,38,269,"$25,000 - $34,999","$25,000 - $34,999",3
Wyoming,31.5,22.3,42.3,158,"Less than $15,000","Less than $15,000",1
North Dakota,33.1,29.1,37.3,851,"$50,000 - $74,999","$50,000 - $74,999",5
Florida,NA,NA,NA,NA,"$75,000 or greater","$75,000 or greater",6
Alaska,29,22.2,36.9,363,"$15,000 - $24,999","$15,000 - $24,999",2
Virginia,31.4,27.5,35.6,908,"$35,000 - $49,999","$35,000 - $49,999",4
Nevada,26.8,20.5,34.2,286,"$25,000 - $34,999","$25,000 - $34,999",3
Texas,32.4,27.2,38,1029,"$35,000 - $49,999","$35,000 - $49,999",4
Hawaii,30.3,25.9,35,866,"$35,000 - $49,999","$35,000 - $49,999",4
Washington,31.6,25.9,38,456,"Less than $15,000","Less than $15,000",1
New Jersey,37.7,32.8,42.9,577,"$35,000 - $49,999","$35,000 - $49,999",4
Massachusetts,32.5,26.8,38.8,448,"$15,000 - $24,999","$15,000 - $24,999",2
South Dakota,29.5,21.7,38.8,765,"$25,000 - $34,999","$25,000 - $34,999",3
California,33.8,28.7,39.3,521,"$25,000 - $34,999","$25,000 - $34,999",3
Maine,32.1,29,35.4,1659,"$50,000 - $74,999","$50,000 - $74,999",5
Virgin Islands,19.8,10.8,33.5,168,"$25,000 - $34,999","$25,000 - $34,999",3
Oregon,39.8,34.5,45.3,491,"$25,000 - $34,999","$25,000 - $34,999",3
Kentucky,36.8,31.9,41.9,657,"$50,000 - $74,999","$50,000 - $74,999",5
Arkansas,32.4,26.7,38.8,593,"$35,000 - $49,999","$35,000 - $49,999",4
Rhode Island,35.9,28.9,43.6,308,"$15,000 - $24,999","$15,000 - $24,999",2
Nebraska,36.7,33.6,39.9,1937,"$35,000 - $49,999","$35,000 - $49,999",4
Nevada,24,15,36.1,104,"Less than $15,000","Less than $15,000",1
Arizona,35,31,39.2,1126,"$25,000 - $34,999","$25,000 - $34,999",3
Pennsylvania,26.1,18.8,35,250,"Less than $15,000","Less than $15,000",1
Missouri,30.9,27.4,34.6,1381,"$35,000 - $49,999","$35,000 - $49,999",4
Minnesota,34,31.3,36.8,1666,"$35,000 - $49,999","$35,000 - $49,999",4
Idaho,25,19.4,31.7,275,"Less than $15,000","Less than $15,000",1
Hawaii,25.9,19.9,32.9,331,"Less than $15,000","Less than $15,000",1
South Dakota,34.4,27.8,41.6,1045,"$50,000 - $74,999","$50,000 - $74,999",5
Oregon,32.2,28.1,36.7,611,"$35,000 - $49,999","$35,000 - $49,999",4
Tennessee,30.6,24,38.2,284,"Less than $15,000","Less than $15,000",1
Colorado,35.3,31.7,39,958,"$35,000 - $49,999","$35,000 - $49,999",4
Georgia,34.8,29.8,40.2,734,"$75,000 or greater","$75,000 or greater",6
Texas,32.2,27.5,37.2,1006,"$75,000 or greater","$75,000 or greater",6
Wisconsin,23.9,16.4,33.4,199,"Less than $15,000","Less than $15,000",1
West Virginia,36,31.6,40.6,665,"$75,000 or greater","$75,000 or greater",6
